,Neighborhood,Borough,Cluster Labels,Latitude,Longitude
399,Barbaros Hayrettin Paşa,Gaziosmanpaşa,0,41.075619,28.891233399999997
400,Fevzi Çakmak,Gaziosmanpaşa,0,41.0719581,28.909104100000004
401,Hürriyet,Gaziosmanpaşa,0,41.0668361,28.902392600000002
402,Karadeniz,Gaziosmanpaşa,0,40.3570844,36.689088899999994
403,Karayolları,Gaziosmanpaşa,0,41.0856249,28.8982375
404,Karlıtepe,Gaziosmanpaşa,0,41.0558839,28.933943199999998
405,Kâzım Karabekir,Gaziosmanpaşa,0,41.0853315,28.908532300000005
407,Mevlana,Gaziosmanpaşa,0,41.0859255,28.910083899999997
408,Pazariçi,Gaziosmanpaşa,0,41.059264299999995,28.9341811
409,Sarıgöl,Gaziosmanpaşa,0,41.058172,28.919524199999998
410,Şemsipaşa,Gaziosmanpaşa,0,41.067448299999995,28.906899600000003
411,Yenidoğan,Gaziosmanpaşa,0,41.061296500000005,28.923795799999997
412,Yenimahalle,Gaziosmanpaşa,0,41.083889500000005,28.892763800000004
413,Yıldıztabya,Gaziosmanpaşa,0,41.0625684,28.929653000000002
414,Akıncılar,Güngören,0,41.017210600000006,28.871304499999997
415,Abdurrahman Nafiz Gürman,Güngören,0,41.0059652,28.8882539
416,Gençosman,Güngören,0,41.03016029999999,28.8803841
417,Güneştepe,Güngören,0,41.028989700000004,28.8610355
418,Güven,Güngören,0,41.0152599,28.8774707
419,Haznedar,Güngören,0,41.0084199,28.871776300000004
420,Mareşal Fevzi Çakmak,Güngören,0,41.0239768,28.8714718
422,Merkez,Güngören,0,39.078617,40.292355
423,Sanayi,Güngören,0,41.0241433,28.8820619
424,Tozkoparan,Güngören,0,41.013875,28.892802399999997
425,19 Mayıs,Kadıköy,0,40.97133170000001,29.087625017006534
426,Acıbadem,Kadıköy,0,41.0037683,29.043716200000002
427,Bostancı,Kadıköy,0,40.9537549,29.095501000000002
428,Caddebostan,Kadıköy,0,40.9641386,29.0645973
429,Caferağa,Kadıköy,0,40.9905872,29.022044800000003
